id_incidente,distrito,tipo_delito,hora,dia_semana,latitud,longitud,iluminacion,reportes_previos_zona,cerca_universidad,cerca_paradero,horario_estudiantil,victima_joven,nivel_riesgo
INC-0725,Cercado de Lima,Robo al paso,9,Jueves,-12.050647,-77.03998,Regular,3,0,0,1,1,Medio
INC-0726,La Victoria,Robo de celular,8,Viernes,-12.076062,-77.014081,Buena,2,0,1,1,1,Medio
INC-0727,Cercado de Lima,Robo de celular,21,Jueves,-12.042914,-77.050999,Deficiente,3,0,1,0,0,Alto
INC-0728,Cercado de Lima,Robo al paso,18,Jueves,-12.050753,-77.043682,Deficiente,5,1,1,1,1,Alto
INC-0729,La Victoria,Acoso en transporte,9,Miércoles,-12.073431,-77.020888,Deficiente,1,1,1,1,1,Alto
INC-0730,Cercado de Lima,Hurto,19,Domingo,-12.049101,-77.060218,Regular,2,0,0,1,1,Medio
INC-0731,Rímac,Robo de celular,18,Martes,-12.033852,-77.028113,Buena,7,0,1,1,0,Bajo
INC-0732,Cercado de Lima,Robo al paso,8,Lunes,-12.039659,-77.038738,Deficiente,8,1,0,1,1,Alto
INC-0733,La Victoria,Robo al paso,16,Domingo,-12.064787,-77.024615,Regular,6,0,0,0,0,Medio
INC-0734,Rímac,Robo al paso,9,Lunes,-12.040198,-77.038842,Deficiente,5,0,1,1,0,Medio
INC-0735,La Victoria,Hurto,21,Domingo,-12.077089,-77.015345,Regular,4,0,0,0,1,Medio
INC-0736,Jesús María,Robo de celular,19,Lunes,-12.081823,-77.047085,Deficiente,3,1,1,1,0,Medio
INC-0737,Jesús María,Robo de celular,8,Viernes,-12.082151,-77.046847,Regular,4,1,0,1,1,Bajo
INC-0738,Breña,Robo a vivienda,6,Miércoles,-12.067362,-77.049172,Deficiente,4,1,0,0,1,Bajo
INC-0739,Cercado de Lima,Robo a vivienda,19,Lunes,-12.049374,-77.052659,Buena,4,1,0,1,1,Medio
INC-0740,La Victoria,Robo de celular,16,Martes,-12.068213,-77.009076,Deficiente,7,0,1,0,1,Medio
INC-0741,Rímac,Robo de laptop,18,Domingo,-12.02676,-77.028618,Deficiente,4,1,1,1,1,Medio
INC-0742,Breña,Robo al paso,19,Domingo,-12.068133,-77.047905,Deficiente,3,1,1,1,0,Alto
INC-0743,Cercado de Lima,Robo al paso,8,Viernes,-12.046389,-77.038419,Deficiente,0,1,0,1,1,Alto
INC-0744,Cercado de Lima,Robo de celular,17,Martes,-12.043265,-77.046719,Deficiente,3,0,1,1,0,Medio
INC-0745,Breña,Hurto,9,Miércoles,-12.065453,-77.053583,Buena,3,0,1,1,1,Bajo
INC-0746,La Victoria,Robo al paso,6,Viernes,-12.069816,-77.01505,Regular,1,1,1,0,1,Medio
INC-0747,Rímac,Robo a vivienda,18,Domingo,-12.019904,-77.02777,Buena,5,0,1,1,0,Bajo
INC-0748,La Victoria,Hurto,8,Sábado,-12.073057,-77.008324,Buena,1,0,1,1,1,Medio
INC-0749,Cercado de Lima,Hurto,6,Jueves,-12.049106,-77.035288,Buena,1,0,1,0,1,Bajo
INC-0750,Cercado de Lima,Robo al paso,22,Viernes,-12.040792,-77.04058,Regular,3,0,1,0,0,Alto
INC-0751,Lince,Robo de laptop,22,Sábado,-12.095713,-77.028504,Deficiente,2,1,1,0,1,Alto
INC-0752,Cercado de Lima,Hurto,17,Lunes,-12.059853,-77.037805,Buena,6,1,1,1,1,Medio
INC-0753,Lince,Hurto,17,Lunes,-12.089696,-77.039805,Regular,4,1,1,1,1,Bajo
INC-0754,Lince,Robo a vivienda,23,Martes,-12.086071,-77.037929,Regular,1,0,1,0,0,Medio
INC-0755,Rímac,Extorsión,6,Miércoles,-12.033606,-77.028816,Deficiente,1,0,1,0,0,Bajo
INC-0756,Cercado de Lima,Hurto,22,Miércoles,-12.049876,-77.033876,Regular,4,0,1,0,0,Medio
INC-0757,La Victoria,Robo al paso,5,Martes,-12.06872,-77.009998,Buena,7,0,0,0,1,Medio
INC-0758,Breña,Robo al paso,18,Viernes,-12.052595,-77.05499,Deficiente,4,0,1,1,0,Medio
INC-0759,Cercado de Lima,Hurto,21,Jueves,-12.042775,-77.03925,Regular,3,0,0,0,0,Medio
INC-0760,Rímac,Robo al paso,22,Martes,-12.030127,-77.021222,Regular,2,1,0,0,1,Medio
INC-0761,Cercado de Lima,Acoso en transporte,21,Lunes,-12.050433,-77.040095,Deficiente,4,1,0,0,1,Alto
INC-0762,La Victoria,Robo al paso,18,Domingo,-12.061602,-77.011448,Regular,4,1,0,1,1,Medio
INC-0763,Cercado de Lima,Robo al paso,8,Sábado,-12.049101,-77.037293,Buena,3,1,1,1,1,Medio
INC-0764,Breña,Extorsión,7,Miércoles,-12.05398,-77.041263,Buena,3,1,1,1,1,Bajo
INC-0765,Breña,Robo a vivienda,8,Viernes,-12.068355,-77.062916,Buena,7,0,1,1,1,Bajo
INC-0766,Breña,Robo al paso,19,Sábado,-12.063119,-77.057037,Regular,4,0,0,1,0,Medio
INC-0767,Jesús María,Robo de celular,18,Lunes,-12.080798,-77.045521,Buena,1,0,0,1,1,Bajo
INC-0768,Cercado de Lima,Robo de celular,18,Martes,-12.042644,-77.041396,Regular,4,0,1,1,1,Medio
INC-0769,Jesús María,Robo a vivienda,5,Miércoles,-12.07334,-77.048938,Regular,4,0,1,0,0,Medio
INC-0770,La Victoria,Robo de laptop,23,Miércoles,-12.06444,-77.026015,Regular,3,1,1,0,1,Alto
INC-0771,Breña,Robo de laptop,9,Jueves,-12.054887,-77.056395,Buena,6,1,0,1,1,Bajo
INC-0772,La Victoria,Robo a vivienda,20,Lunes,-12.068408,-77.015206,Buena,10,1,1,1,1,Alto
INC-0773,Breña,Robo al paso,17,Miércoles,-12.056185,-77.050956,Regular,7,1,1,1,1,Medio
INC-0774,Cercado de Lima,Robo al paso,9,Martes,-12.051303,-77.037457,Regular,3,0,1,1,0,Medio
INC-0775,Cercado de Lima,Robo de celular,20,Lunes,-12.043306,-77.045326,Deficiente,5,1,1,1,1,Alto
INC-0776,Cercado de Lima,Robo al paso,18,Martes,-12.051845,-77.042646,Deficiente,3,0,0,1,0,Medio
INC-0777,La Victoria,Robo al paso,8,Viernes,-12.067338,-77.02063,Buena,1,1,0,1,1,Medio
INC-0778,Breña,Amenazas,22,Martes,-12.057016,-77.058003,Regular,6,1,1,0,0,Medio
INC-0779,Jesús María,Hurto,17,Martes,-12.077022,-77.055391,Regular,1,1,1,1,1,Bajo
INC-0780,Breña,Acoso en transporte,15,Viernes,-12.047274,-77.056091,Buena,7,1,0,0,1,Bajo
INC-0781,Rímac,Robo al paso,19,Domingo,-12.032619,-77.022364,Regular,6,1,1,1,0,Alto
INC-0782,Breña,Robo a vivienda,17,Martes,-12.058973,-77.058006,Deficiente,1,0,1,1,0,Bajo
INC-0783,La Victoria,Robo al paso,17,Martes,-12.07841,-77.024353,Deficiente,6,0,0,1,1,Medio
INC-0784,Breña,Robo de laptop,17,Jueves,-12.060767,-77.049565,Buena,2,0,1,1,0,Bajo
INC-0785,Cercado de Lima,Hurto,5,Viernes,-12.035811,-77.047579,Buena,6,0,0,0,1,Medio
INC-0786,Cercado de Lima,Robo al paso,5,Lunes,-12.032305,-77.037101,Regular,2,0,0,0,0,Medio
INC-0787,Breña,Robo de laptop,20,Martes,-12.060756,-77.044958,Regular,2,0,0,1,1,Medio
INC-0788,La Victoria,Robo a vivienda,9,Domingo,-12.068929,-77.01233,Buena,6,0,1,1,0,Medio
INC-0789,Rímac,Robo de laptop,23,Lunes,-12.026515,-77.02714,Buena,2,0,0,0,0,Bajo
INC-0790,Rímac,Robo de celular,20,Domingo,-12.027394,-77.028624,Regular,3,0,0,1,1,Bajo
INC-0791,Rímac,Robo al paso,23,Viernes,-12.023236,-77.035633,Regular,4,0,0,0,1,Medio
INC-0792,La Victoria,Robo al paso,7,Viernes,-12.059314,-77.025951,Deficiente,2,1,1,1,0,Alto
INC-0793,Cercado de Lima,Robo de celular,10,Miércoles,-12.041909,-77.031396,Regular,4,1,1,0,0,Medio
INC-0794,La Victoria,Robo al paso,8,Jueves,-12.065638,-77.024567,Buena,4,0,1,1,1,Medio
INC-0795,La Victoria,Robo a vivienda,22,Domingo,-12.053454,-77.018465,Regular,4,0,1,0,0,Medio
INC-0796,La Victoria,Hurto,19,Jueves,-12.054489,-77.022539,Buena,4,0,1,1,0,Medio
INC-0797,La Victoria,Acoso en transporte,19,Miércoles,-12.075917,-77.012015,Regular,4,1,0,1,1,Alto
INC-0798,Breña,Robo al paso,18,Lunes,-12.064836,-77.05551,Regular,4,1,1,1,1,Medio
INC-0799,Rímac,Robo al paso,6,Jueves,-12.015632,-77.021965,Buena,4,1,0,0,1,Bajo
INC-0800,Cercado de Lima,Robo al paso,19,Martes,-12.045235,-77.050532,Regular,1,1,1,1,1,Alto
